,Name,Core Name,Core Class,Core Subclass,Core Number,BGC,Organism,End product SMILES,Metabolite list,Base Prediction,Prediction Score
67,BGC0001674,SAMN02787118_103378_lassopeptide,lassopeptide,Class I,1,Unknown,Streptomyces mirabilis,CC[C@H](C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)O)NC(=O)[C@H](C(C)C)NC1=O)NC(=O)C[C@H](NC(=O)[C@H](CC(N)=O)NC3=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)NCC(=O)N2,"['BGC0001674_prepeptide_c', 'BGC0001674_macrolactam_peptide_c', 'BGC0001674_disulfide_bridged_peptide_c', 'BGC0001674_core_peptide_c', 'BGC0001674_1_mature_peptide_c']",,
68,BGC0001669,micA_lanthipeptide,lanthipeptide,Class II,11,"['tta leucine codon, possible target for bldA regulation']",Microbacterium arborescens,C=C(NC(=O)[C@@H](N)CCC(N)=O)C(=O)NC=CS,"['BGC0001669_prepeptide_c', 'BGC0001669_dehydrated_peptide_c', 'BGC0001669_lan_d_tailored_peptide_c', 'BGC0001669_core_peptide_c', 'BGC0001669_11_mature_peptide_c']",,
69,BGC0001669,allorf_14922_15134_lanthipeptide,lanthipeptide,Class II,10,"['tta leucine codon, possible target for bldA regulation']",Microbacterium arborescens,C=C(NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)C(=CC)NC(=O)C(=C)NC(=O)[C@@H]1CSC(C)C(NC(=O)[C@H](C)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)NC(=C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)NC(=CC)C(=O)NC(=CC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(=C)C(=O)N[C@@H]([C@@H](C)CC)C(=O)NC(=CC)C(=O)N[C@@H](CCC(N)=O)C(=O)NC(=C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)NC(=CC)C(=O)NC(=CC)C(=O)NC(=C)C(=O)N[C@@H](CCSC)C(=O)NC(=C)C(=O)N1)C(C)C)C(=O)NC(=CC)C(=O)NC(=C)C(=O)N[C@@H](C)C(=O)O,"['BGC0001669_prepeptide_c', 'BGC0001669_dehydrated_peptide_c', 'BGC0001669_cyclic_peptide_c', 'BGC0001669_core_peptide_c', 'BGC0001669_10_mature_peptide_c']",,
70,BGC0001669,allorf_12839_13009_lanthipeptide,lanthipeptide,Class II,9,"['tta leucine codon, possible target for bldA regulation']",Microbacterium arborescens,C=C(N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(=CC)C(=O)N[C@@H](C)C(=O)NC(=C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)NC(=C)C(=O)NC(=C)C(=O)NC(=CC)C(=O)N[C@@H](C)C(=O)NC(=C)C(=O)NC1CSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(=C)C(=O)NC(=C)C(=O)N[C@@H](C)C(=O)NC(=C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC1=O,"['BGC0001669_prepeptide_c', 'BGC0001669_dehydrated_peptide_c', 'BGC0001669_cyclic_peptide_c', 'BGC0001669_core_peptide_c', 'BGC0001669_9_mature_peptide_c']",,
71,BGC0001669,allorf_12602_12805_lanthipeptide,lanthipeptide,Class II,8,"['tta leucine codon, possible target for bldA regulation']",Microbacterium arborescens,C=C(NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C(=C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C(=C)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CSCC(NC(=O)C(=C)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NC(=C)C(=O)N2CCC[C@H]2C(=O)NCC(=O)N1)C(=O)NC(=C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(=C)C(=O)N[C@@H](C)C(=O)NCC(=O)NC(=CC)C(=O)NC(=C)C(=O)NC(=C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(=CC)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)O,"['BGC0001669_prepeptide_c', 'BGC0001669_dehydrated_peptide_c', 'BGC0001669_cyclic_peptide_c', 'BGC0001669_core_peptide_c', 'BGC0001669_8_mature_peptide_c']",,
72,BGC0001669,lanA_lanthipeptide,lanthipeptide,Class II,7,"['tta leucine codon, possible target for bldA regulation']",Microbacterium arborescens,CC=C1NC(=O)[C@@H]2CSCC(NC(=O)[C@H](C)N)C(=O)NC(CSC[C@@H]3NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C(NC(=O)[C@H](CC(C)C)NC1=O)C(C)SC[C@@H]1NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)C(NC(=O)CNC3=O)C(C)SC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](C)NC1=O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c3ccccc13)C(=O)N[C@@H](CC(C)C)C(=O)N2,"['BGC0001669_prepeptide_c', 'BGC0001669_dehydrated_peptide_c', 'BGC0001669_cyclic_peptide_c', 'BGC0001669_core_peptide_c', 'BGC0001669_7_mature_peptide_c']",,
73,BGC0001669,allorf_04241_04405_lanthipeptide,lanthipeptide,Class II,6,"['tta leucine codon, possible target for bldA regulation']",Microbacterium arborescens,C=C1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](N)CSCC(C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)C(=C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC1=O,"['BGC0001669_prepeptide_c', 'BGC0001669_dehydrated_peptide_c', 'BGC0001669_cyclic_peptide_c', 'BGC0001669_core_peptide_c', 'BGC0001669_6_mature_peptide_c']",,
74,BGC0001669,allorf_01715_01864_lanthipeptide,lanthipeptide,Class II,5,"['tta leucine codon, possible target for bldA regulation']",Microbacterium arborescens,N=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@@H](N)CC(=O)O)C(=O)NC1CSC[C@@H](C(=O)N2CCC[C@H]2C(=O)O)NC(=O)CNC1=O,"['BGC0001669_prepeptide_c', 'BGC0001669_dehydrated_peptide_c', 'BGC0001669_cyclic_peptide_c', 'BGC0001669_core_peptide_c', 'BGC0001669_5_mature_peptide_c']",,
75,BGC0001669,allorf_01607_01678_lanthipeptide,lanthipeptide,Class II,4,"['tta leucine codon, possible target for bldA regulation']",Microbacterium arborescens,CC(C)C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](C)NC(=O)C(N)C(C)SC[C@@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)O)NC1=O,"['BGC0001669_prepeptide_c', 'BGC0001669_dehydrated_peptide_c', 'BGC0001669_cyclic_peptide_c', 'BGC0001669_core_peptide_c', 'BGC0001669_4_mature_peptide_c']",,
76,BGC0001669,allorf_00735_00812_lanthipeptide,lanthipeptide,Class II,3,"['tta leucine codon, possible target for bldA regulation']",Microbacterium arborescens,C=C(NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)C(=C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CSCC(NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2)C(=O)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)NC(=CC)C(=O)NCC(=O)O,"['BGC0001669_prepeptide_c', 'BGC0001669_dehydrated_peptide_c', 'BGC0001669_cyclic_peptide_c', 'BGC0001669_core_peptide_c', 'BGC0001669_3_mature_peptide_c']",,
77,BGC0001669,allorf_00702_00839_lanthipeptide,lanthipeptide,Class II,2,"['tta leucine codon, possible target for bldA regulation']",Microbacterium arborescens,CC=C(NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CSCC(NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CSCC(NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(=CC)C(=O)N[C@@H](C)C(=O)O)C(C)C,"['BGC0001669_prepeptide_c', 'BGC0001669_dehydrated_peptide_c', 'BGC0001669_cyclic_peptide_c', 'BGC0001669_core_peptide_c', 'BGC0001669_2_mature_peptide_c']",,
78,BGC0001669,allorf_00522_00671_lanthipeptide,lanthipeptide,Class II,1,"['tta leucine codon, possible target for bldA regulation']",Microbacterium arborescens,CC(C)C[C@H](NC(=O)C1CSC[C@H](NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](N)CC(=O)O)C(C)C)C(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N2CCC[C@H]2C(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,"['BGC0001669_prepeptide_c', 'BGC0001669_dehydrated_peptide_c', 'BGC0001669_cyclic_peptide_c', 'BGC0001669_core_peptide_c', 'BGC0001669_1_mature_peptide_c']",,
79,BGC0001660,ARW80050.1_lanthipeptide,lanthipeptide,Class II,2,['mathermycin gene cluster'],Marinactinospora thermotolerans,C=C1NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(C)C(NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)C(C)C)[C@@H](C)CC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)NC(CSC[C@@H](C(=O)NC(=C)C(=O)N[C@@H](Cc3ccccc3)C(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](Cc3ccccc3)C(=O)NC3C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)NC(=CC)C(=O)NC(=CC)C(=O)N[C@@H](CCCCN)C(=O)O)CSC3C)NC(=O)C(=CC)NC1=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](C)C(=O)N2,"['BGC0001660_prepeptide_c', 'BGC0001660_dehydrated_peptide_c', 'BGC0001660_cyclic_peptide_c', 'BGC0001660_core_peptide_c', 'BGC0001660_2_mature_peptide_c']",,
80,BGC0001660,allorf_0833_1006_lanthipeptide,lanthipeptide,Class II,1,['mathermycin gene cluster'],Marinactinospora thermotolerans,CC[C@H](C)[C@@H]1NC(=O)CNC(=O)C2CSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CSC(C)C(NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC1=O,"['BGC0001660_prepeptide_c', 'BGC0001660_dehydrated_peptide_c', 'BGC0001660_cyclic_peptide_c', 'BGC0001660_core_peptide_c', 'BGC0001660_1_mature_peptide_c']",,
81,BGC0001655,D451_RS27835_lassopeptide,lassopeptide,Class III,1,Unknown,Nocardiopsis alba DSM 43377,CC(C)[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]2CC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)NCC(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N2)CSSC[C@@H](C(=O)O)NC1=O,"['BGC0001655_prepeptide_c', 'BGC0001655_macrolactam_peptide_c', 'BGC0001655_disulfide_bridged_peptide_c', 'BGC0001655_core_peptide_c', 'BGC0001655_1_mature_peptide_c']",0.9505962521294719,0.967741935483871
82,BGC0001645,IH00_RS42245_lassopeptide,lassopeptide,Class II,1,Unknown,Streptomyces sp. NRRL S-118,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CNC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCC(N)=O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N2CCC[C@H]2C(=O)N1)C(=O)O,"['BGC0001645_prepeptide_c', 'BGC0001645_macrolactam_peptide_c', 'BGC0001645_core_peptide_c', 'BGC0001645_1_mature_peptide_c']",0.9327453142227122,1.0
83,BGC0001640,ATG31918.1_thiopeptide,thiopeptide,Type III,1,['kocurin biosynthetic gene cluster'],Kocuria rosea,C=C(NC(=O)C(=C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)C(=C)NC(=O)c1csc(-c2ccc3c(n2)-c2csc(n2)-c2csc(n2)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2csc(n2)[C@H](Cc2ccccc2)NC(=O)c2csc(n2)[C@H](CC(N)=O)NC(=O)C(=CC)NC3=O)n1)C(=O)NC(=C)C(=O)N[C@@H](C)C(=O)O,"['BGC0001640_prepeptide_c', 'BGC0001640_thioazole_containing_peptide_c', 'BGC0001640_dehydrated_peptide_c', 'BGC0001640_macrocyclic_thiopeptide_c', 'BGC0001640_series_d_thiopeptide_c', 'BGC0001640_1_mature_peptide_c']",,
84,BGC0001634,IH47_RS1000000138045_lassopeptide,lassopeptide,Class II,1,Unknown,Streptomyces sp. NRRL F-5702,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCC(=O)NCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCCN)C(=O)N1)C(C)C)[C@@H](C)CC)C(=O)O,"['BGC0001634_prepeptide_c', 'BGC0001634_macrolactam_peptide_c', 'BGC0001634_core_peptide_c', 'BGC0001634_1_mature_peptide_c']",,
85,BGC0001618,hyiA_lanthipeptide,lanthipeptide,Class I,1,['hyicin 3682 gene cluster'],Staphylococcus hyicus,C=C(NC(=O)C(=CC)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(=O)O)[C@@H](C)CC)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C]1CSC[C@@H](C(=O)NC2C(=O)N3CCC[C@H]3C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)NC(=CC)C(=O)NCC(=O)N[C]3CSC[C@@H]4NC(=O)[C@H](Cc5ccc(O)cc5)NC(=O)[C](CSC=CNC4=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc4ccccc4)NC3=O)CSC2C)NC(=O)[C@H](CC(C)C)NC1=O,"['BGC0001618_prepeptide_c', 'BGC0001618_dehydrated_peptide_c', 'BGC0001618_lan_d_tailored_peptide_c', 'BGC0001618_cyclic_peptide_c', 'BGC0001618_core_peptide_c', 'BGC0001618_1_mature_peptide_c']",,
86,BGC0001579,BLK03_RS04555_lanthipeptide,lanthipeptide,Class II,1,Unknown,Streptomyces cinnamoneus,C=C1NC(=O)[C@@H](NC(=O)C2CSC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N2)CSC(C)C(C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CSC(C)C(NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H]3CCCN3C(=O)CNC(=O)[C@H](Cc3ccccc3)NC1=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C(C)C)C(=O)N2,"['BGC0001579_prepeptide_c', 'BGC0001579_dehydrated_peptide_c', 'BGC0001579_cyclic_peptide_c', 'BGC0001579_core_peptide_c', 'BGC0001579_1_mature_peptide_c']",0.8571428571428571,0.8625886524822695
87,BGC0001576,allorf_14756_14854_lanthipeptide,lanthipeptide,Class II,2,['divamide A gene cluster'],Prochloron didemni,C=C(NC(=O)[C@@H]1CSCC(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)C(=C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc2ccccc2)C(C)C)[C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)O,"['BGC0001576_prepeptide_c', 'BGC0001576_dehydrated_peptide_c', 'BGC0001576_cyclic_peptide_c', 'BGC0001576_core_peptide_c', 'BGC0001576_2_mature_peptide_c']",,
88,BGC0001576,allorf_03741_03950_lanthipeptide,lanthipeptide,Class II,1,['divamide A gene cluster'],Prochloron didemni,C=C1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)C2NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](CSCC(C(=O)N[C@@H](CC(C)C)C(=O)N3CCC[C@H]3C(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)N3CCC[C@H]3C(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H]([C@@H](C)CC)NC(=O)C(=CC)NC(=O)[C@H](CCCCN)NC1=O)NC(=O)[C@@H](N)CSC2C,"['BGC0001576_prepeptide_c', 'BGC0001576_dehydrated_peptide_c', 'BGC0001576_cyclic_peptide_c', 'BGC0001576_core_peptide_c', 'BGC0001576_1_mature_peptide_c']",,
89,BGC0001552,allorf_4452_4562_lassopeptide,lassopeptide,Class II,1,Unknown,Streptomyces avermitilis MA-4680 = NBRC 14893,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C)CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC1=O,"['BGC0001552_prepeptide_c', 'BGC0001552_macrolactam_peptide_c', 'BGC0001552_core_peptide_c', 'BGC0001552_1_mature_peptide_c']",,
90,BGC0001551,SGLAU_RS35025_lassopeptide,lassopeptide,Class II,1,Unknown,Streptomyces glaucescens,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C)CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC1=O,"['BGC0001551_prepeptide_c', 'BGC0001551_macrolactam_peptide_c', 'BGC0001551_core_peptide_c', 'BGC0001551_1_mature_peptide_c']",,
91,BGC0001550,IF09_RS45020_lassopeptide,lassopeptide,Class II,1,Unknown,Streptomyces katrae,CC(C)C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C)CC(=O)NCCCC[C@@H](C(=O)N[C@@H](CC(N)=O)C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC1=O,"['BGC0001550_prepeptide_c', 'BGC0001550_macrolactam_peptide_c', 'BGC0001550_core_peptide_c', 'BGC0001550_1_mature_peptide_c']",,
