,BGC ID,Core Number,Max Growth,Max NP,Gradient,BGC Source Organism,Core Class,Core Subclass
217,BGC0000526,3,0.07461714494432803,0.01509022812393604,0.20223539958805556,Streptococcus macedonicus,lanthipeptide,Class II
218,BGC0000526,2,0.07461714494432771,0.01488747060799464,0.199518094924461,Streptococcus macedonicus,lanthipeptide,Class II
219,BGC0000526,1,0.07461714494432771,0.01488747060799464,0.199518094924461,Streptococcus macedonicus,lanthipeptide,Class II
220,BGC0000525,2,0.07461714494432724,0.01026797436095453,0.13760878104644167,Bacillus licheniformis,lanthipeptide,Class II
221,BGC0000525,1,0.07461714494432788,0.011720216845167249,0.15707136548727166,Bacillus licheniformis,lanthipeptide,Class II
222,BGC0000523,1,0.0746171449443273,0.011614255765199213,0.15565130204143757,Latilactobacillus sakei,lanthipeptide,Class II
223,BGC0000521,2,0.0746171449443274,0.02012106537530265,0.2696574009943047,Lactococcus lactis subsp. lactis,lanthipeptide,Class II
224,BGC0000521,1,0.07461714496807646,0.014978876809553227,0.20074309752754085,Lactococcus lactis subsp. lactis,lanthipeptide,Class II
225,BGC0000520,2,0.07461714494432836,0.012267380172533154,0.1644043092466994,Lactococcus lactis,lanthipeptide,Class II
226,BGC0000520,1,0.07461714494432828,0.01265020693592122,0.1695348561695776,Lactococcus lactis,lanthipeptide,Class II
227,BGC0000519,2,0.07461714496807623,0.020353616532721032,0.2727739923770738,Actinomadura namibiensis,lanthipeptide,Class III
228,BGC0000519,1,0.07461714494432846,0.020252856054836333,0.27142362616456184,Actinomadura namibiensis,lanthipeptide,Class III
229,BGC0000518,1,0.07461714494432824,0.016852779010076705,0.22585665831425933,Streptomyces viridochromogenes DSM 40736,lanthipeptide,Class III
230,BGC0000517,2,0.07461714494432736,0.011150620597115064,0.14943778142992015,Halalkalibacterium halodurans C-125,lanthipeptide,Class II
231,BGC0000517,1,0.0746171449680759,0.012513293492070953,0.16769997696138905,Halalkalibacterium halodurans C-125,lanthipeptide,Class II
232,BGC0000516,1,0.0746171449443284,0.012522132228291518,0.16781843150973194,Geobacillus thermodenitrificans,lanthipeptide,Class II
233,BGC0000515,1,0.07461714494432797,0.013918869405914724,0.1865371479476952,Geobacillus thermodenitrificans NG80-2,lanthipeptide,Class I
234,BGC0000514,1,0.07461714494432842,0.015336524597727693,0.20553620229198288,Staphylococcus gallinarum,lanthipeptide,Class I
235,BGC0000513,1,0.07461714496807668,0.018282571330354075,0.24501837128954576,Saccharopolyspora erythraea NRRL 2338,lanthipeptide,Class III
236,BGC0000511,2,0.07461714494432807,0.013352749184032167,0.17895014870904893,Bacillus subtilis,lanthipeptide,Class I
237,BGC0000511,1,0.07461714496807684,0.013059620862390741,0.17502171743475295,Bacillus subtilis,lanthipeptide,Class I
238,BGC0000509,1,0.07461714496807678,0.013517690117934116,0.18116064509996124,Staphylococcus epidermidis,lanthipeptide,Class I
239,BGC0000508,1,0.07461714494432822,0.015389779501128482,0.20624991096363685,Staphylococcus epidermidis,lanthipeptide,Class I
240,BGC0000507,1,0.07461714494432771,0.013763262771078116,0.18445174740131062,Staphylococcus epidermidis,lanthipeptide,Class I
241,BGC0000506,1,0.07461714494432717,0.013265489374438812,0.17778071493269232,Bacillus spizizenii,lanthipeptide,Class I
242,BGC0000504,2,0.07461714494432821,0.012426748913500664,0.16654012858267694,Plasmid pAD1,lanthipeptide,Class II
243,BGC0000504,1,0.07461714494432808,0.012611211230200215,0.16901224563884681,Plasmid pAD1,lanthipeptide,Class II
244,BGC0000503,2,0.07461714494432815,0.027662540309996788,0.3707263301301036,Streptomyces cinnamoneus,lanthipeptide,Class II
245,BGC0000503,1,0.07461714494432807,0.010388311586842737,0.1392215099437732,Streptomyces cinnamoneus,lanthipeptide,Class II
246,BGC0000502,7,0.07461714494432752,0.009849253676062054,0.1319971929160606,Bacillus cereus,lanthipeptide,Class II
247,BGC0000502,6,0.07461714494432752,0.009849253676062054,0.1319971929160606,Bacillus cereus,lanthipeptide,Class II
248,BGC0000502,5,0.07461714494432824,0.009932023604989912,0.13310645445360023,Bacillus cereus,lanthipeptide,Class II
249,BGC0000502,4,0.07461714494432752,0.009849253676062054,0.1319971929160606,Bacillus cereus,lanthipeptide,Class II
250,BGC0000502,3,0.07461714494432824,0.009932023604989912,0.13310645445360023,Bacillus cereus,lanthipeptide,Class II
251,BGC0000502,2,0.07461714494432824,0.009932023604989912,0.13310645445360023,Bacillus cereus,lanthipeptide,Class II
252,BGC0000502,1,0.07461714494432789,0.009964402143365685,0.13354038339044141,Bacillus cereus,lanthipeptide,Class II
253,BGC0000501,1,0.07461714494432821,0.017839796055279796,0.23908440973706582,Catenulispora acidiphila DSM 44928,lanthipeptide,Class III
254,BGC0000500,2,0.07461714494432758,0.013441844007481163,0.18014417487442363,Carnobacterium maltaromaticum,lanthipeptide,Class II
255,BGC0000500,1,0.07461714494432771,0.011556714471968772,0.15488014826339583,Carnobacterium maltaromaticum,lanthipeptide,Class II
256,BGC0000499,1,0.07461714494432742,0.015597395741685775,0.20903233101887167,Butyrivibrio fibrisolvens,lanthipeptide,Class II
257,BGC0000498,1,0.07461714494432795,0.01363552456158333,0.18273983240389097,Streptococcus equinus,lanthipeptide,Class II
258,BGC0000497,2,0.07461714494432813,0.012954645101573539,0.17361485904129678,Streptococcus ratti,lanthipeptide,Class II
259,BGC0000497,1,0.07461714494432845,0.013218013719057555,0.1771444582732221,Streptococcus ratti,lanthipeptide,Class II
260,BGC0000496,1,0.07461714496807687,0.018699106954503907,0.2506006757897781,Streptomyces griseus subsp. griseus NBRC 13350,lanthipeptide,Class III
261,BGC0000495,1,0.07461714494432728,0.012331092047298852,0.16525815958918322,Actinoplanes garbadinensis,lanthipeptide,Class II
